OID_,latitude,longitude,activitystartdate,resultmeasurevalue_mg_l,b1_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b2_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b3_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b4_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b5_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b6_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b7_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b8_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b9_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b10_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b11_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b12_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b13_OCEANDATA_MODIS_Aqua_L3SMI2013_06,b14_OCEANDATA_MODIS_Aqua_L3SMI2013_06
59,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,4.450000000000000,,,,29.3634987,,,,,,,,,,
60,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,4.100000000000000,,,,29.3634987,,,,,,,,,,
61,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.960000000000000,,,,29.3634987,,,,,,,,,,
62,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.870000000000000,,,,29.3634987,,,,,,,,,,
63,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,5.320000000000000,,,,29.3634987,,,,,,,,,,
64,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.740000000000000,,,,29.3634987,,,,,,,,,,
65,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.420000000000000,,,,29.3634987,,,,,,,,,,
66,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.240000000000000,,,,29.3634987,,,,,,,,,,
67,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.120000000000000,,,,29.3634987,,,,,,,,,,
68,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,3.020000000000000,,,,29.3634987,,,,,,,,,,
69,30.629700000000000,-88.032600000000002,6/12/2013 0:00:00,2.990000000000000,,,,29.3634987,,,,,,,,,,
70,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,8.890000000000001,,,,29.0559998,,,,,,,,,,
71,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,8.510000000000000,,,,29.0559998,,,,,,,,,,
72,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,7.820000000000000,,,,29.0559998,,,,,,,,,,
73,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,7.330000000000000,,,,29.0559998,,,,,,,,,,
74,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,7.120000000000000,,,,29.0559998,,,,,,,,,,
75,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,5.330000000000000,,,,29.0559998,,,,,,,,,,
76,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.900000000000000,,,,29.0559998,,,,,,,,,,
77,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.610000000000000,,,,29.0559998,,,,,,,,,,
78,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.530000000000000,,,,29.0559998,,,,,,,,,,
79,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.680000000000000,,,,29.0559998,,,,,,,,,,
80,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.820000000000000,,,,29.0559998,,,,,,,,,,
81,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.790000000000000,,,,29.0559998,,,,,,,,,,
82,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.510000000000000,,,,29.0559998,,,,,,,,,,
83,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.350000000000000,,,,29.0559998,,,,,,,,,,
84,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.240000000000000,,,,29.0559998,,,,,,,,,,
85,30.464400000000001,-88.015799999999999,6/12/2013 0:00:00,4.160000000000000,,,,29.0559998,,,,,,,,,,
86,30.337199999999999,-88.136899999999997,6/11/2013 0:00:00,7.570000000000000,,,,29.3612499,,,,,,,,,,
87,30.337199999999999,-88.136899999999997,6/11/2013 0:00:00,7.520000000000000,,,,29.3612499,,,,,,,,,,
88,30.355899999999998,-88.196500000000000,6/18/2013 0:00:00,6.720000000000000,,,,29.5440903,,,,,,,,,,
89,30.355899999999998,-88.196500000000000,6/18/2013 0:00:00,6.740000000000000,,,,29.5440903,,,,,,,,,,
90,30.355899999999998,-88.196500000000000,6/18/2013 0:00:00,6.700000000000000,,,,29.5440903,,,,,,,,,,
91,30.334499999999998,-88.151799999999994,6/11/2013 0:00:00,7.460000000000000,,,,29.2761536,,,,,,,,,,
92,30.334499999999998,-88.151799999999994,6/11/2013 0:00:00,7.130000000000000,,,,29.2761536,,,,,,,,,,
93,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,7.420000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
94,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,7.390000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
95,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,7.300000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
96,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,7.090000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
97,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,6.870000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
98,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,6.010000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
99,30.370899999999999,-88.334999999999994,6/6/2013 0:00:00,0.870000000000000,12.5471706,0.2451900,484.0000000,29.2924995,0.0025770,0.0031860,0.0035640,0.0039610,0.0063040,0.0070660,0.0070890,0.0043150,0.0035510,0.0034520
100,30.376200000000001,-88.158100000000005,6/18/2013 0:00:00,5.530000000000000,,,,,,,,,,,,,,
101,30.376200000000001,-88.158100000000005,6/18/2013 0:00:00,5.420000000000000,,,,,,,,,,,,,,
102,30.376200000000001,-88.158100000000005,6/18/2013 0:00:00,5.430000000000000,,,,,,,,,,,,,,
103,30.376200000000001,-88.158100000000005,6/18/2013 0:00:00,5.440000000000000,,,,,,,,,,,,,,
104,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.200000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
105,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
106,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.400000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
107,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
108,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.000000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
109,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.700000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
110,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.800000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
111,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.900000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
112,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
113,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.500000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
114,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,5.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
115,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.500000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
116,29.702100000000002,-84.880200000000002,6/1/2013 0:00:00,6.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
117,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
118,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.400000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
119,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
120,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
121,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
122,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
123,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.500000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
124,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.000000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
125,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.700000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
126,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.900000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
127,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.800000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
128,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.200000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
129,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.800000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
130,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,3.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
131,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.000000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
132,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.700000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
133,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,5.000000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
134,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
135,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.900000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
136,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.500000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
137,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
138,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.200000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
139,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,4.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
140,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
141,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.400000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
142,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.700000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
143,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,6.800000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
144,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,3.700000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
145,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,3.200000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
146,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,2.600000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
147,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,2.100000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
148,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,2.000000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
149,29.702100000000002,-84.880200000000002,6/2/2013 0:00:00,2.300000000000000,2.3244264,0.0555550,340.7999878,29.1916656,0.0030820,0.0045260,0.0058240,0.0067320,0.0077960,0.0074480,0.0069820,0.0012500,0.0009540,0.0009080
